50, 51
50, 52
50, 54
50, 58
50, 65
50, 75
50, 76
50, 77
50, 86
51, 52
51, 54
51, 56
51, 58
51, 61
51, 63
51, 65
51, 70
51, 73
51, 74
51, 75
51, 76
51, 77
51, 78
51, 85
51, 86
51, 91
51, 97
51, 126
51, 127
51, 138
52, 54
52, 56
52, 58
52, 65
52, 75
52, 76
52, 77
52, 86
52, 110
52, 133
53, 59
53, 62
53, 67
53, 69
53, 79
53, 80
53, 81
53, 82
53, 89
53, 90
53, 92
53, 94
53, 96
53, 99
54, 56
54, 58
54, 63
54, 65
54, 68
54, 72
54, 73
54, 74
54, 75
54, 76
54, 77
54, 78
54, 86
54, 87
54, 91
54, 97
54, 123
54, 126
54, 127
54, 133
54, 138
54, 146
55, 61
55, 63
55, 66
55, 67
55, 69
55, 71
55, 73
55, 78
55, 82
55, 84
55, 88
55, 89
55, 90
55, 91
55, 92
55, 94
55, 95
55, 96
55, 97
55, 99
55, 138
56, 58
56, 63
56, 65
56, 70
56, 73
56, 74
56, 75
56, 77
56, 78
56, 85
56, 86
56, 91
56, 97
56, 110
56, 123
56, 126
56, 127
56, 133
56, 138
56, 149
58, 63
58, 65
58, 72
58, 73
58, 74
58, 75
58, 76
58, 77
58, 78
58, 86
58, 87
58, 91
58, 97
58, 123
58, 126
58, 133
59, 64
59, 69
59, 80
59, 81
59, 82
59, 84
59, 88
59, 89
59, 90
59, 92
59, 94
59, 95
59, 96
59, 99
61, 63
61, 64
61, 66
61, 67
61, 70
61, 71
61, 73
61, 74
61, 78
61, 82
61, 84
61, 85
61, 88
61, 89
61, 90
61, 91
61, 92
61, 94
61, 95
61, 96
61, 97
61, 99
61, 138
62, 67
62, 69
62, 71
62, 79
62, 80
62, 81
62, 82
62, 87
62, 89
62, 92
63, 65
63, 66
63, 70
63, 72
63, 73
63, 74
63, 75
63, 78
63, 83
63, 85
63, 86
63, 87
63, 91
63, 95
63, 96
63, 97
63, 123
63, 126
63, 127
63, 133
63, 138
63, 149
64, 67
64, 69
64, 71
64, 79
64, 80
64, 81
64, 82
64, 88
64, 89
64, 92
64, 94
64, 95
64, 96
64, 99
65, 74
65, 75
65, 76
65, 77
65, 86
65, 91
65, 97
66, 70
66, 73
66, 78
66, 84
66, 85
66, 88
66, 90
66, 91
66, 94
66, 95
66, 96
66, 97
66, 99
66, 121
66, 127
66, 138
67, 69
67, 71
67, 73
67, 78
67, 79
67, 80
67, 81
67, 82
67, 88
67, 89
67, 90
67, 92
67, 94
67, 95
67, 96
67, 97
67, 99
68, 72
68, 73
68, 87
68, 119
69, 71
69, 79
69, 80
69, 81
69, 82
69, 88
69, 89
69, 90
69, 92
69, 94
69, 95
69, 96
69, 99
70, 78
70, 83
70, 84
70, 85
70, 91
70, 101
70, 110
70, 121
70, 123
70, 126
70, 127
70, 133
70, 138
70, 142
70, 149
71, 73
71, 74
71, 75
71, 78
71, 82
71, 87
71, 88
71, 89
71, 91
71, 92
71, 94
71, 95
71, 96
71, 97
71, 99
72, 73
72, 76
72, 77
72, 78
72, 83
72, 87
72, 91
72, 101
72, 111
72, 119
72, 123
72, 126
72, 127
72, 133
72, 138
72, 142
72, 146
73, 74
73, 75
73, 78
73, 83
73, 87
73, 90
73, 91
73, 95
73, 96
73, 97
73, 123
73, 126
73, 127
73, 133
73, 138
74, 75
74, 76
74, 78
74, 86
74, 87
74, 91
74, 96
74, 97
75, 76
75, 77
75, 78
75, 86
75, 91
75, 97
76, 77
76, 86
76, 123
76, 133
77, 86
77, 110
77, 111
77, 116
77, 123
77, 126
77, 127
77, 133
77, 137
77, 146
77, 147
78, 83
78, 84
78, 85
78, 87
78, 88
78, 90
78, 91
78, 92
78, 94
78, 95
78, 96
78, 97
78, 99
78, 123
78, 126
78, 127
78, 133
78, 138
78, 149
79, 80
79, 81
79, 82
79, 89
79, 92
79, 99
80, 81
80, 82
80, 88
80, 89
80, 90
80, 92
80, 94
80, 96
80, 99
81, 82
81, 89
81, 92
81, 94
81, 99
82, 88
82, 89
82, 90
82, 92
82, 94
82, 95
82, 96
82, 97
82, 99
83, 91
83, 101
83, 103
83, 111
83, 113
83, 119
83, 121
83, 123
83, 126
83, 127
83, 133
83, 134
83, 138
83, 142
83, 146
83, 149
84, 88
84, 90
84, 94
84, 95
84, 96
84, 99
84, 121
85, 91
85, 95
85, 97
85, 127
85, 138
86, 91
86, 97
86, 110
86, 123
86, 126
86, 127
86, 133
87, 97
87, 119
88, 89
88, 90
88, 92
88, 94
88, 95
88, 96
88, 97
88, 99
89, 90
89, 92
89, 94
89, 95
89, 96
89, 99
90, 92
90, 94
90, 95
90, 96
90, 99
91, 95
91, 96
91, 97
91, 99
91, 123
91, 126
91, 127
91, 133
91, 138
91, 149
92, 94
92, 95
92, 96
92, 97
92, 99
94, 95
94, 96
94, 97
94, 99
95, 96
95, 97
95, 99
96, 97
96, 99
97, 99
101, 111
101, 113
101, 114
101, 119
101, 121
101, 123
101, 126
101, 127
101, 133
101, 138
101, 142
101, 146
101, 149
103, 110
103, 111
103, 116
103, 133
103, 134
103, 137
103, 147
103, 149
110, 111
110, 116
110, 123
110, 126
110, 127
110, 133
110, 137
110, 138
110, 147
110, 149
111, 116
111, 123
111, 126
111, 127
111, 133
111, 134
111, 137
111, 142
111, 146
111, 147
111, 149
113, 114
113, 119
113, 121
113, 123
113, 126
113, 127
113, 138
113, 142
113, 146
113, 149
114, 121
114, 142
114, 149
116, 123
116, 133
116, 134
116, 137
116, 147
119, 123
119, 133
119, 142
119, 146
121, 126
121, 127
121, 138
121, 142
121, 149
123, 126
123, 127
123, 133
123, 138
123, 142
123, 146
123, 147
123, 149
126, 127
126, 133
126, 138
126, 142
126, 146
126, 147
126, 149
127, 133
127, 137
127, 138
127, 142
127, 146
127, 147
127, 149
133, 134
133, 137
133, 138
133, 142
133, 146
133, 147
133, 149
137, 147
137, 149
138, 142
138, 146
138, 147
138, 149
142, 146
142, 149
146, 147
146, 149
147, 149
